編號,成語,注音,漢語拼音
898.0,如喪考妣,ㄖㄨˊ　ㄙㄤˋ　ㄎㄠˇ　ㄅㄧˇ,rú sàng kǎo bǐ
899.0,憤世嫉俗,ㄈㄣˋ　ㄕˋ　ㄐㄧˊ　ㄙㄨˊ,fèn shì jí sú
900.0,價值連城,ㄐㄧㄚˋ　ㄓˊ　ㄌㄧㄢˊ　ㄔㄥˊ,jià zhí lián chéng
901.0,事過境遷,ㄕˋ　ㄍㄨㄛˋ　ㄐㄧㄥˋ　ㄑㄧㄢ,shì guò jìng qiān
902.0,三言兩語,ㄙㄢ　ㄧㄢˊ　ㄌㄧㄤˇ　ㄩˇ,sān yán liǎng yǔ
903.0,兵荒馬亂,ㄅㄧㄥ　ㄏㄨㄤ　ㄇㄚˇ　ㄌㄨㄢˋ,bīng huāng mǎ luàn
904.0,一瀉千里,ㄧ　ㄒㄧㄝˋ　ㄑㄧㄢ　ㄌㄧˇ　（變）　ㄧˊ　ㄒㄧㄝˋ　ㄑㄧㄢ　ㄌㄧˇ,yī xiè qiān lǐ （變） yí xiè qiān lǐ
905.0,一勞永逸,ㄧ　ㄌㄠˊ　ㄩㄥˇ　ㄧˋ　（變）　ㄧˋ　ㄌㄠˊ　ㄩㄥˇ　ㄧˋ,yī láo yǒng yì （變） yì láo yǒng yì
906.0,暮鼓晨鐘,ㄇㄨˋ　ㄍㄨˇ　ㄔㄣˊ　ㄓㄨㄥ,mù gǔ chén zhōng
907.0,一呼百諾,ㄧ　ㄏㄨ　ㄅㄞˇ　ㄋㄨㄛˋ　（變）　ㄧˋ　ㄏㄨ　ㄅㄞˇ　ㄋㄨㄛˋ,yī hū bǎi nuò （變） yì hū bǎi nuò
908.0,夜長夢多,ㄧㄝˋ　ㄔㄤˊ　ㄇㄥˋ　ㄉㄨㄛ,yè cháng mèng duō
909.0,赤子之心,ㄔˋ　ㄗˇ　ㄓ　ㄒㄧㄣ,chì zǐ zhī xīn
910.0,秀外慧中,ㄒㄧㄡˋ　ㄨㄞˋ　ㄏㄨㄟˋ　ㄓㄨㄥ,xiù wài huì zhōng
911.0,遺臭萬年,ㄧˊ　ㄔㄡˋ　ㄨㄢˋ　ㄋㄧㄢˊ,yí chòu wàn nián
912.0,夙夜匪懈,ㄙㄨˋ　ㄧㄝˋ　ㄈㄟˇ　ㄒㄧㄝˋ,sù yè fěi xiè
913.0,一板一眼,ㄧ　ㄅㄢˇ　ㄧ　ㄧㄢˇ　（變）　ㄧˋ　ㄅㄢˇ　ㄧˋ　ㄧㄢˇ,yī bǎn yī yǎn （變） yì bǎn yì yǎn
914.0,含飴弄孫,ㄏㄢˊ　ㄧˊ　ㄋㄨㄥˋ　ㄙㄨㄣ,hán yí nòng sūn
915.0,作壁上觀,ㄗㄨㄛˋ　ㄅㄧˋ　ㄕㄤˋ　ㄍㄨㄢ,zuò bì shàng guān
916.0,正本清源,ㄓㄥˋ　ㄅㄣˇ　ㄑㄧㄥ　ㄩㄢˊ,zhèng běn qīng yuán
917.0,壯志凌雲,ㄓㄨㄤˋ　ㄓˋ　ㄌㄧㄥˊ　ㄩㄣˊ,zhuàng zhì líng yún
918.0,眼高手低,ㄧㄢˇ　ㄍㄠ　ㄕㄡˇ　ㄉㄧ,yǎn gāo shǒu dī
919.0,圖窮匕見,ㄊㄨˊ　ㄑㄩㄥˊ　ㄅㄧˇ　ㄒㄧㄢˋ,tú qióng bǐ xiàn
920.0,名正言順,ㄇㄧㄥˊ　ㄓㄥˋ　ㄧㄢˊ　ㄕㄨㄣˋ,míng zhèng yán shùn
921.0,光怪陸離,ㄍㄨㄤ　ㄍㄨㄞˋ　ㄌㄨˋ　ㄌㄧˊ,guāng guài lù lí
922.0,兢兢業業,ㄐㄧㄥ　ㄐㄧㄥ　ㄧㄝˋ　ㄧㄝˋ,jīng jīng yè yè
923.0,金科玉律,ㄐㄧㄣ　ㄎㄜ　ㄩˋ　ㄌㄩˋ,jīn kē yù lǜ
924.0,各自為政,ㄍㄜˋ　ㄗˋ　ㄨㄟˊ　ㄓㄥˋ,gè zì wéi zhèng
925.0,瓦釜雷鳴,ㄨㄚˇ　ㄈㄨˇ　ㄌㄟˊ　ㄇㄧㄥˊ,wǎ fǔ léi míng
926.0,通權達變,ㄊㄨㄥ　ㄑㄩㄢˊ　ㄉㄚˊ　ㄅㄧㄢˋ,tōng quán dá biàn
927.0,望穿秋水,ㄨㄤˋ　ㄔㄨㄢ　ㄑㄧㄡ　ㄕㄨㄟˇ,wàng chuān qiū shuǐ
928.0,高抬貴手,ㄍㄠ　ㄊㄞˊ　ㄍㄨㄟˋ　ㄕㄡˇ,gāo tái guì shǒu
929.0,移花接木,ㄧˊ　ㄏㄨㄚ　ㄐㄧㄝ　ㄇㄨˋ,yí huā jiē mù
930.0,不可一世,ㄅㄨˋ　ㄎㄜˇ　ㄧ　ㄕˋ　（變）　ㄅㄨˋ　ㄎㄜˇ　ㄧˊ　ㄕˋ,bù kě yī shì （變） bù kě yí shì
931.0,柳暗花明,ㄌㄧㄡˇ　ㄢˋ　ㄏㄨㄚ　ㄇㄧㄥˊ,liǔ àn huā míng
932.0,引經據典,ㄧㄣˇ　ㄐㄧㄥ　ㄐㄩˋ　ㄉㄧㄢˇ,yǐn jīng jù diǎn
933.0,有條不紊,ㄧㄡˇ　ㄊㄧㄠˊ　ㄅㄨˋ　ㄨㄣˋ　（變）　ㄧㄡˇ　ㄊㄧㄠˊ　ㄅㄨˊ　ㄨㄣˋ,yǒu tiáo bù wèn （變） yǒu tiáo bú wèn
934.0,如願以償,ㄖㄨˊ　ㄩㄢˋ　ㄧˇ　ㄔㄤˊ,rú yuàn yǐ cháng
935.0,脫穎而出,ㄊㄨㄛ　ㄧㄥˇ　ㄦˊ　ㄔㄨ,tuō yǐng ér chū
936.0,割雞焉用牛刀,ㄍㄜ　ㄐㄧ　ㄧㄢ　ㄩㄥˋ　ㄋㄧㄡˊ　ㄉㄠ,gē jī yān yòng niú dāo
937.0,低聲下氣,ㄉㄧ　ㄕㄥ　ㄒㄧㄚˋ　ㄑㄧˋ,dī shēng xià qì
938.0,楚材晉用,ㄔㄨˇ　ㄘㄞˊ　ㄐㄧㄣˋ　ㄩㄥˋ,chǔ cái jìn yòng
939.0,引狼入室,ㄧㄣˇ　ㄌㄤˊ　ㄖㄨˋ　ㄕˋ,yǐn láng rù shì 
940.0,解衣推食,ㄐㄧㄝˇ　ㄧ　ㄊㄨㄟ　ㄕˊ,jiě yī tuī shí
941.0,兵不厭詐,ㄅㄧㄥ　ㄅㄨˋ　ㄧㄢˋ　ㄓㄚˋ　（變）　ㄅㄧㄥ　ㄅㄨˊ　ㄧㄢˋ　ㄓㄚˋ,bīng bù yàn zhà （變） bīng bú yàn zhà
942.0,漸入佳境,ㄐㄧㄢˋ　ㄖㄨˋ　ㄐㄧㄚ　ㄐㄧㄥˋ,jiàn rù jiā jìng
943.0,老成持重,ㄌㄠˇ　ㄔㄥˊ　ㄔˊ　ㄓㄨㄥˋ,lǎo chéng chí zhòng
944.0,一事無成,ㄧ　ㄕˋ　ㄨˊ　ㄔㄥˊ　（變）　ㄧˊ　ㄕˋ　ㄨˊ　ㄔㄥˊ,yī shì wú chéng （變） yí shì wú chéng
945.0,百步穿楊,ㄅㄞˇ　ㄅㄨˋ　ㄔㄨㄢ　ㄧㄤˊ,bǎi bù chuān yáng
946.0,金屋藏嬌,ㄐㄧㄣ　ㄨ　ㄘㄤˊ　ㄐㄧㄠ,jīn wū cáng jiāo 
947.0,任重道遠,ㄖㄣˋ　ㄓㄨㄥˋ　ㄉㄠˋ　ㄩㄢˇ,rèn zhòng dào yuǎn
948.0,一蹶不振,ㄧ　ㄐㄩㄝˊ　ㄅㄨˋ　ㄓㄣˋ　（變）　ㄧˋ　ㄐㄩㄝˊ　ㄅㄨˊ　ㄓㄣˋ,yī jué bù zhèn （變） yì jué bú zhèn
949.0,近悅遠來,ㄐㄧㄣˋ　ㄩㄝˋ　ㄩㄢˇ　ㄌㄞˊ,jìn yuè yuǎn lái
950.0,因地制宜,ㄧㄣ　ㄉㄧˋ　ㄓˋ　ㄧˊ,yīn dì zhì yí
951.0,冷眼旁觀,ㄌㄥˇ　ㄧㄢˇ　ㄆㄤˊ　ㄍㄨㄢ,lěng yǎn páng guān
952.0,七零八落,ㄑㄧ　ㄌㄧㄥˊ　ㄅㄚ　ㄌㄨㄛˋ,qī líng bā luò 
953.0,千鈞一髮,ㄑㄧㄢ　ㄐㄩㄣ　ㄧ　ㄈㄚˇ　（變）　ㄑㄧㄢ　ㄐㄩㄣ　ㄧˋ　ㄈㄚˇ,qiān jūn yī fǎ （變） qiān jūn yì fǎ
954.0,大千世界,ㄉㄚˋ　ㄑㄧㄢ　ㄕˋ　ㄐㄧㄝˋ,dà qiān shì jiè
955.0,大刀闊斧,ㄉㄚˋ　ㄉㄠ　ㄎㄨㄛˋ　ㄈㄨˇ,dà dāo kuò fǔ
956.0,交頭接耳,ㄐㄧㄠ　ㄊㄡˊ　ㄐㄧㄝ　ㄦˇ,jiāo tóu jiē ěr
957.0,寸草不留,ㄘㄨㄣˋ　ㄘㄠˇ　ㄅㄨˋ　ㄌㄧㄡˊ,cùn cǎo bù liú
958.0,巧言令色,ㄑㄧㄠˇ　ㄧㄢˊ　ㄌㄧㄥˋ　ㄙㄜˋ,qiǎo yán lìng sè
959.0,木已成舟,ㄇㄨˋ　ㄧˇ　ㄔㄥˊ　ㄓㄡ,mù yǐ chéng zhōu
960.0,出言不遜,ㄔㄨ　ㄧㄢˊ　ㄅㄨˋ　ㄒㄩㄣˋ　（變）　ㄔㄨ　ㄧㄢˊ　ㄅㄨˊ　ㄒㄩㄣˋ,chū yán bù xùn （變） chū yán bú xùn
961.0,切磋琢磨,ㄑㄧㄝ　ㄘㄨㄛ　ㄓㄨㄛˊ　ㄇㄛˊ,qiē cuō zhuó mó
962.0,見利忘義,ㄐㄧㄢˋ　ㄌㄧˋ　ㄨㄤˋ　ㄧˋ,jiàn lì wàng yì
963.0,老蚌生珠,ㄌㄠˇ　ㄅㄤˋ　ㄕㄥ　ㄓㄨ,lǎo bàng shēng zhū
964.0,膠柱鼓瑟,ㄐㄧㄠ　ㄓㄨˋ　ㄍㄨˇ　ㄙㄜˋ,jiāo zhù gǔ sè
965.0,以身試法,ㄧˇ　ㄕㄣ　ㄕˋ　ㄈㄚˇ,yǐ shēn shì fǎ
966.0,正中下懷,ㄓㄥˋ　ㄓㄨㄥˋ　ㄒㄧㄚˋ　ㄏㄨㄞˊ,zhèng zhòng xià huái
967.0,方興未艾,ㄈㄤ　ㄒㄧㄥ　ㄨㄟˋ　ㄞˋ,fāng xīng wèi ài
968.0,日新月異,ㄖˋ　ㄒㄧㄣ　ㄩㄝˋ　ㄧˋ,rì xīn yuè yì
969.0,付之一炬,ㄈㄨˋ　ㄓ　ㄧ　ㄐㄩˋ　（變）　ㄈㄨˋ　ㄓ　ㄧˊ　ㄐㄩˋ,fù zhī yī jù （變） fù zhī yí jù
970.0,日月如梭,ㄖˋ　ㄩㄝˋ　ㄖㄨˊ　ㄙㄨㄛ,rì yuè rú suō
971.0,春華秋實,ㄔㄨㄣ　ㄏㄨㄚ　ㄑㄧㄡ　ㄕˊ,chūn huā qiū shí
972.0,恬不知恥,ㄊㄧㄢˊ　ㄅㄨˋ　ㄓ　ㄔˇ,tián bù zhī chǐ
973.0,削足適履,ㄒㄩㄝˋ　ㄗㄨˊ　ㄕˋ　ㄌㄩˇ,xuè zú shì lǚ
974.0,昭然若揭,ㄓㄠ　ㄖㄢˊ　ㄖㄨㄛˋ　ㄐㄧㄝ,zhāo rán ruò jiē
975.0,後起之秀,ㄏㄡˋ　ㄑㄧˇ　ㄓ　ㄒㄧㄡˋ,hòu qǐ zhī xiù
976.0,杳如黃鶴,ㄧㄠˇ　ㄖㄨˊ　ㄏㄨㄤˊ　ㄏㄜˋ,yǎo rú huáng hè
977.0,信誓旦旦,ㄒㄧㄣˋ　ㄕˋ　ㄉㄢˋ　ㄉㄢˋ,xìn shì dàn dàn
978.0,息事寧人,ㄒㄧˊ　ㄕˋ　ㄋㄧㄥˊ　ㄖㄣˊ,xí shì níng rén
979.0,花枝招展,ㄏㄨㄚ　ㄓ　ㄓㄠ　ㄓㄢˇ,huā zhī zhāo zhǎn
980.0,故態復萌,ㄍㄨˋ　ㄊㄞˋ　ㄈㄨˋ　ㄇㄥˊ,gù tài fù méng
981.0,胡思亂想,ㄏㄨˊ　ㄙ　ㄌㄨㄢˋ　ㄒㄧㄤˇ,hú sī luàn xiǎng
982.0,返老還童,ㄈㄢˇ　ㄌㄠˇ　ㄏㄨㄢˊ　ㄊㄨㄥˊ,fǎn lǎo huán tóng
983.0,馬革裹屍,ㄇㄚˇ　ㄍㄜˊ　ㄍㄨㄛˇ　ㄕ,mǎ gé guǒ shī
984.0,旁敲側擊,ㄆㄤˊ　ㄑㄧㄠ　ㄘㄜˋ　ㄐㄧˊ,páng qiāo cè jí
985.0,粉墨登場,ㄈㄣˇ　ㄇㄛˋ　ㄉㄥ　ㄔㄤˇ,fěn mò dēng chǎng
986.0,泰山壓卵,ㄊㄞˋ　ㄕㄢ　ㄧㄚ　ㄌㄨㄢˇ,tài shān yā luǎn
987.0,親痛仇快,ㄑㄧㄣ　ㄊㄨㄥˋ　ㄔㄡˊ　ㄎㄨㄞˋ,qīn tòng chóu kuài
988.0,將計就計,ㄐㄧㄤ　ㄐㄧˋ　ㄐㄧㄡˋ　ㄐㄧˋ,jiāng jì jiù jì
989.0,恃才傲物,ㄕˋ　ㄘㄞˊ　ㄠˋ　ㄨˋ,shì cái ào wù
990.0,逃之夭夭,ㄊㄠˊ　ㄓ　ㄧㄠ　ㄧㄠ,táo zhī yāo yāo
991.0,蒸蒸日上,ㄓㄥ　ㄓㄥ　ㄖˋ　ㄕㄤˋ,zhēng zhēng rì shàng 
992.0,輕舉妄動,ㄑㄧㄥ　ㄐㄩˇ　ㄨㄤˋ　ㄉㄨㄥˋ,qīng jǔ wàng dòng
993.0,精益求精,ㄐㄧㄥ　ㄧˋ　ㄑㄧㄡˊ　ㄐㄧㄥ,jīng yì qiú jīng 
994.0,摧枯拉朽,ㄘㄨㄟ　ㄎㄨ　ㄌㄚ　ㄒㄧㄡˇ,cuī kū lā xiǔ
995.0,慷慨解囊,ㄎㄤ　ㄎㄞˇ　ㄐㄧㄝˇ　ㄋㄤˊ,kāng kǎi jiě náng
996.0,按兵不動,ㄢˋ　ㄅㄧㄥ　ㄅㄨˋ　ㄉㄨㄥˋ　（變）　ㄢˋ　ㄅㄧㄥ　ㄅㄨˊ　ㄉㄨㄥˋ,àn bīng bù dòng （變） àn bīng bú dòng
997.0,盲人瞎馬,ㄇㄤˊ　ㄖㄣˊ　ㄒㄧㄚ　ㄇㄚˇ,máng rén xiā mǎ
998.0,蚍蜉撼樹,ㄆㄧˊ　ㄈㄨˊ　ㄏㄢˋ　ㄕㄨˋ,pí fú hàn shù
999.0,斬釘截鐵,ㄓㄢˇ　ㄉㄧㄥ　ㄐㄧㄝˊ　ㄊㄧㄝˇ,zhǎn dīng jié tiě
1000.0,弱肉強食,ㄖㄨㄛˋ　ㄖㄡˋ　ㄑㄧㄤˊ　ㄕˊ,ruò ròu qiáng shí
1001.0,眾口鑠金,ㄓㄨㄥˋ　ㄎㄡˇ　ㄕㄨㄛˋ　ㄐㄧㄣ,zhòng kǒu shuò jīn
1002.0,東食西宿,ㄉㄨㄥ　ㄕˊ　ㄒㄧ　ㄙㄨˋ,dōng shí xī sù
1003.0,歌功頌德,ㄍㄜ　ㄍㄨㄥ　ㄙㄨㄥˋ　ㄉㄜˊ,gē gōng sòng dé
1004.0,望風披靡,ㄨㄤˋ　ㄈㄥ　ㄆㄧ　ㄇㄧˇ,wàng fēng pī mǐ
1005.0,好逸惡勞,ㄏㄠˋ　ㄧˋ　ㄨˋ　ㄌㄠˊ,hào yì wù láo
1006.0,應對如流,ㄧㄥˋ　ㄉㄨㄟˋ　ㄖㄨˊ　ㄌㄧㄡˊ,yìng duì rú liú
1007.0,蓋棺論定,ㄍㄞˋ　ㄍㄨㄢ　ㄌㄨㄣˋ　ㄉㄧㄥˋ,gài guān lùn dìng
1008.0,樂極生悲,ㄌㄜˋ　ㄐㄧˊ　ㄕㄥ　ㄅㄟ,lè jí shēng bēi
1009.0,雪泥鴻爪,ㄒㄩㄝˇ　ㄋㄧˊ　ㄏㄨㄥˊ　ㄓㄠˇ,xuě ní hóng zhǎo
1010.0,揚湯止沸,ㄧㄤˊ　ㄊㄤ　ㄓˇ　ㄈㄟˋ,yáng tāng zhǐ fèi
1011.0,無孔不入,ㄨˊ　ㄎㄨㄥˇ　ㄅㄨˋ　ㄖㄨˋ　（變）　ㄨˊ　ㄎㄨㄥˇ　ㄅㄨˊ　ㄖㄨˋ,wú kǒng bù rù （變） wú kǒng bú rù
1012.0,鵬程萬里,ㄆㄥˊ　ㄔㄥˊ　ㄨㄢˋ　ㄌㄧˇ,péng chéng wàn lǐ
1013.0,貪小失大,ㄊㄢ　ㄒㄧㄠˇ　ㄕ　ㄉㄚˋ,tān xiǎo shī dà
1014.0,單刀直入,ㄉㄢ　ㄉㄠ　ㄓˊ　ㄖㄨˋ,dān dāo zhí rù
1015.0,逢場作戲,ㄈㄥˊ　ㄔㄤˇ　ㄗㄨㄛˋ　ㄒㄧˋ,féng chǎng zuò xì 
1016.0,頭頭是道,ㄊㄡˊ　ㄊㄡˊ　ㄕˋ　ㄉㄠˋ,tóu tóu shì dào
1017.0,聚沙成塔,ㄐㄩˋ　ㄕㄚ　ㄔㄥˊ　ㄊㄚˇ,jù shā chéng tǎ
1018.0,橫行霸道,ㄏㄥˊ　ㄒㄧㄥˊ　ㄅㄚˋ　ㄉㄠˋ,héng xíng bà dào
1019.0,集腋成裘,ㄐㄧˊ　ㄧˋ　ㄔㄥˊ　ㄑㄧㄡˊ,jí yì chéng qiú
1020.0,羊質虎皮,ㄧㄤˊ　ㄓˊ　ㄏㄨˇ　ㄆㄧˊ,yáng zhí hǔ pí
1021.0,責無旁貸,ㄗㄜˊ　ㄨˊ　ㄆㄤˊ　ㄉㄞˋ,zé wú páng dài
1022.0,幸災樂禍,ㄒㄧㄥˋ　ㄗㄞ　ㄌㄜˋ　ㄏㄨㄛˋ,xìng zāi lè huò
1023.0,異曲同工,ㄧˋ　ㄑㄩˇ　ㄊㄨㄥˊ　ㄍㄨㄥ,yì qǔ tóng gōng
1024.0,無理取鬧,ㄨˊ　ㄌㄧˇ　ㄑㄩˇ　ㄋㄠˋ,wú lǐ qǔ nào
1025.0,隨聲附和,ㄙㄨㄟˊ　ㄕㄥ　ㄈㄨˋ　ㄏㄜˋ,suí shēng fù hè
1026.0,旗開得勝,ㄑㄧˊ　ㄎㄞ　ㄉㄜˊ　ㄕㄥˋ,qí kāi dé shèng
1027.0,咄咄怪事,ㄉㄨㄛˋ　ㄉㄨㄛˋ　ㄍㄨㄞˋ　ㄕˋ,duò duò guài shì
1028.0,披荊斬棘,ㄆㄧ　ㄐㄧㄥ　ㄓㄢˇ　ㄐㄧˊ,pī jīng zhǎn jí
1029.0,葉落歸根,ㄧㄝˋ　ㄌㄨㄛˋ　ㄍㄨㄟ　ㄍㄣ,yè luò guī gēn
1030.0,牽強附會,ㄑㄧㄢ　ㄑㄧㄤˇ　ㄈㄨˋ　ㄏㄨㄟˋ,qiān qiǎng fù huì
1031.0,家徒四壁,ㄐㄧㄚ　ㄊㄨˊ　ㄙˋ　ㄅㄧˋ,jiā tú sì bì
1032.0,義憤填膺,ㄧˋ　ㄈㄣˋ　ㄊㄧㄢˊ　ㄧㄥ,yì fèn tián yīng
1033.0,揚眉吐氣,ㄧㄤˊ　ㄇㄟˊ　ㄊㄨˇ　ㄑㄧˋ,yáng méi tǔ qì
1034.0,畫餅充飢,ㄏㄨㄚˋ　ㄅㄧㄥˇ　ㄔㄨㄥ　ㄐㄧ,huà bǐng chōng jī
1035.0,多多益善,ㄉㄨㄛ　ㄉㄨㄛ　ㄧˋ　ㄕㄢˋ,duō duō yì shàn
1036.0,阮囊羞澀,ㄖㄨㄢˇ　ㄋㄤˊ　ㄒㄧㄡ　ㄙㄜˋ,ruǎn náng xiū sè
1037.0,姑妄言之,ㄍㄨ　ㄨㄤˋ　ㄧㄢˊ　ㄓ,gū wàng yán zhī
1038.0,千頭萬緒,ㄑㄧㄢ　ㄊㄡˊ　ㄨㄢˋ　ㄒㄩˋ,qiān tóu wàn xù
1039.0,千軍萬馬,ㄑㄧㄢ　ㄐㄩㄣ　ㄨㄢˋ　ㄇㄚˇ,qiān jūn wàn mǎ
1040.0,左顧右盼,ㄗㄨㄛˇ　ㄍㄨˋ　ㄧㄡˋ　ㄆㄢˋ,zuǒ gù yòu pàn
1041.0,各有千秋,ㄍㄜˋ　ㄧㄡˇ　ㄑㄧㄢ　ㄑㄧㄡ,gè yǒu qiān qiū
1042.0,化險為夷,ㄏㄨㄚˋ　ㄒㄧㄢˇ　ㄨㄟˊ　ㄧˊ,huà xiǎn wéi yí
1043.0,不著邊際,ㄅㄨˋ　ㄓㄨㄛˊ　ㄅㄧㄢ　ㄐㄧˋ,bù zhuó biān jì
1044.0,不可思議,ㄅㄨˋ　ㄎㄜˇ　ㄙ　ㄧˋ,bù kě sī yì
1045.0,風雨飄搖,ㄈㄥ　ㄩˇ　ㄆㄧㄠ　ㄧㄠˊ,fēng yǔ piāo yáo
1046.0,眾叛親離,ㄓㄨㄥˋ　ㄆㄢˋ　ㄑㄧㄣ　ㄌㄧˊ,zhòng pàn qīn lí
1047.0,三從四德,ㄙㄢ　ㄘㄨㄥˊ　ㄙˋ　ㄉㄜˊ,sān cóng sì dé
1048.0,以逸待勞,ㄧˇ　ㄧˋ　ㄉㄞˋ　ㄌㄠˊ,yǐ yì dài láo
1049.0,人心不古,ㄖㄣˊ　ㄒㄧㄣ　ㄅㄨˋ　ㄍㄨˇ,rén xīn bù gǔ
1050.0,十室九空,ㄕˊ　ㄕˋ　ㄐㄧㄡˇ　ㄎㄨㄥ,shí shì jiǔ kōng
1051.0,九霄雲外,ㄐㄧㄡˇ　ㄒㄧㄠ　ㄩㄣˊ　ㄨㄞˋ,jiǔ xiāo yún wài
1052.0,立竿見影,ㄌㄧˋ　ㄍㄢ　ㄐㄧㄢˋ　ㄧㄥˇ,lì gān jiàn yǐng
1053.0,一盤散沙,ㄧ　ㄆㄢˊ　ㄙㄢˇ　ㄕㄚ　（變）　ㄧˋ　ㄆㄢˊ　ㄙㄢˇ　ㄕㄚ,yī pán sǎn shā （變） yì pán sǎn shā
1054.0,因材施教,ㄧㄣ　ㄘㄞˊ　ㄕ　ㄐㄧㄠˋ,yīn cái shī jiào
1055.0,好事多磨,ㄏㄠˇ　ㄕˋ　ㄉㄨㄛ　ㄇㄛˊ,hǎo shì duō mó
1056.0,目光如炬,ㄇㄨˋ　ㄍㄨㄤ　ㄖㄨˊ　ㄐㄩˋ,mù guāng rú jù
1057.0,生不逢辰,ㄕㄥ　ㄅㄨˋ　ㄈㄥˊ　ㄔㄣˊ,shēng bù féng chén
1058.0,目光如豆,ㄇㄨˋ　ㄍㄨㄤ　ㄖㄨˊ　ㄉㄡˋ,mù guāng rú dòu
1059.0,全軍覆沒,ㄑㄩㄢˊ　ㄐㄩㄣ　ㄈㄨˋ　ㄇㄛˋ,quán jūn fù mò
1060.0,避重就輕,ㄅㄧˋ　ㄓㄨㄥˋ　ㄐㄧㄡˋ　ㄑㄧㄥ,bì zhòng jiù qīng
1061.0,矯揉造作,ㄐㄧㄠˇ　ㄖㄡˊ　ㄗㄠˋ　ㄗㄨㄛˋ,jiǎo róu zào zuò
1062.0,老謀深算,ㄌㄠˇ　ㄇㄡˊ　ㄕㄣ　ㄙㄨㄢˋ,lǎo móu shēn suàn
1063.0,分崩離析,ㄈㄣ　ㄅㄥ　ㄌㄧˊ　ㄒㄧ,fēn bēng lí xī
1064.0,同歸於盡,ㄊㄨㄥˊ　ㄍㄨㄟ　ㄩˊ　ㄐㄧㄣˋ,tóng guī yú jìn
1065.0,終南捷徑,ㄓㄨㄥ　ㄋㄢˊ　ㄐㄧㄝˊ　ㄐㄧㄥˋ,zhōng nán jié jìng
1066.0,刮目相看,ㄍㄨㄚ　ㄇㄨˋ　ㄒㄧㄤ　ㄎㄢˋ,guā mù xiāng kàn
1067.0,引人入勝,ㄧㄣˇ　ㄖㄣˊ　ㄖㄨˋ　ㄕㄥˋ,yǐn rén rù shèng
1068.0,牛刀小試,ㄋㄧㄡˊ　ㄉㄠ　ㄒㄧㄠˇ　ㄕˋ,niú dāo xiǎo shì
1069.0,守望相助,ㄕㄡˇ　ㄨㄤˋ　ㄒㄧㄤ　ㄓㄨˋ,shǒu wàng xiāng zhù
1070.0,妙手回春,ㄇㄧㄠˋ　ㄕㄡˇ　ㄏㄨㄟˊ　ㄔㄨㄣ,miào shǒu huí chūn
1071.0,天翻地覆,ㄊㄧㄢ　ㄈㄢ　ㄉㄧˋ　ㄈㄨˋ,tiān fān dì fù
1072.0,肝腦塗地,ㄍㄢ　ㄋㄠˇ　ㄊㄨˊ　ㄉㄧˋ,gān nǎo tú dì
1073.0,千里鵝毛,ㄑㄧㄢ　ㄌㄧˇ　ㄜˊ　ㄇㄠˊ,qiān lǐ é máo
1074.0,衣錦還鄉,ㄧˋ　ㄐㄧㄣˇ　ㄏㄨㄢˊ　ㄒㄧㄤ,yì jǐn huán xiāng
1075.0,言之有物,ㄧㄢˊ　ㄓ　ㄧㄡˇ　ㄨˋ,yán zhī yǒu wù
1076.0,投機取巧,ㄊㄡˊ　ㄐㄧ　ㄑㄩˇ　ㄑㄧㄠˇ,tóu jī qǔ qiǎo
1077.0,磨杵成針,ㄇㄛˊ　ㄔㄨˇ　ㄔㄥˊ　ㄓㄣ,mó chǔ chéng zhēn
1078.0,溫故知新,ㄨㄣ　ㄍㄨˋ　ㄓ　ㄒㄧㄣ,wēn gù zhī xīn
1079.0,狼心狗肺,ㄌㄤˊ　ㄒㄧㄣ　ㄍㄡˇ　ㄈㄟˋ,láng xīn gǒu fèi
1080.0,頑石點頭,ㄨㄢˊ　ㄕˊ　ㄉㄧㄢˇ　ㄊㄡˊ,wán shí diǎn tóu
1081.0,罪魁禍首,ㄗㄨㄟˋ　ㄎㄨㄟˊ　ㄏㄨㄛˋ　ㄕㄡˇ,zuì kuí huò shǒu
1082.0,冤家路窄,ㄩㄢ　ㄐㄧㄚ　ㄌㄨˋ　ㄓㄞˇ,yuān jiā lù zhǎi
1083.0,珠圓玉潤,ㄓㄨ　ㄩㄢˊ　ㄩˋ　ㄖㄨㄣˋ,zhū yuán yù rùn
1084.0,焦頭爛額,ㄐㄧㄠ　ㄊㄡˊ　ㄌㄢˋ　ㄜˊ,jiāo tóu làn é
1085.0,德高望重,ㄉㄜˊ　ㄍㄠ　ㄨㄤˋ　ㄓㄨㄥˋ,dé gāo wàng zhòng
1086.0,登堂入室,ㄉㄥ　ㄊㄤˊ　ㄖㄨˋ　ㄕˋ,dēng táng rù shì
1087.0,胡作非為,ㄏㄨˊ　ㄗㄨㄛˋ　ㄈㄟ　ㄨㄟˊ,hú zuò fēi wéi
1088.0,漏網之魚,ㄌㄡˋ　ㄨㄤˇ　ㄓ　ㄩˊ,lòu wǎng zhī yú
1089.0,適可而止,ㄕˋ　ㄎㄜˇ　ㄦˊ　ㄓˇ,shì kě ér zhǐ
1090.0,無所適從,ㄨˊ　ㄙㄨㄛˇ　ㄕˋ　ㄘㄨㄥˊ,wú suǒ shì cóng
1091.0,賞心悅目,ㄕㄤˇ　ㄒㄧㄣ　ㄩㄝˋ　ㄇㄨˋ,shǎng xīn yuè mù
