字詞號,字詞名,注音一式,漢語拼音,多音參見訊息
060200033,美容,ㄇㄟˇ　ㄖㄨㄥˊ,měi róng,
0602000321,美人魚,ㄇㄟˇ　ㄖㄣˊ　ㄩˊ,měi rén yú,
060200031,美人胚子,ㄇㄟˇ　ㄖㄣˊ　ㄆㄟ　˙ㄗ,měi rén pēi zi,
060200032,美人計,ㄇㄟˇ　ㄖㄣˊ　ㄐㄧˋ,měi rén jì,
060200030,美人,ㄇㄟˇ　ㄖㄣˊ,měi rén,
060200029,美術館,ㄇㄟˇ　ㄕㄨˋ　ㄍㄨㄢˇ,měi shù guǎn,
060200027,美事,ㄇㄟˇ　ㄕˋ,měi shì,
060200028,美術,ㄇㄟˇ　ㄕㄨˋ,měi shù,
060200026,美式,ㄇㄟˇ　ㄕˋ,měi shì,
0602000261,美式足球,ㄇㄟˇ　ㄕˋ　ㄗㄨˊ　ㄑㄧㄡˊ,měi shì zú qiú,
060200024,美中不足,ㄇㄟˇ　ㄓㄨㄥ　ㄅㄨˋ　ㄗㄨˊ,měi zhōng bù zú,
060200025,美食,ㄇㄟˇ　ㄕˊ,měi shí,
060200023,美展,ㄇㄟˇ　ㄓㄢˇ,měi zhǎn,
060200022,美學,ㄇㄟˇ　ㄒㄩㄝˊ,měi xué,
060200021,美眷,ㄇㄟˇ　ㄐㄩㄢˋ,měi juàn,
060200019,美金,ㄇㄟˇ　ㄐㄧㄣ,měi jīn,
060200020,美景,ㄇㄟˇ　ㄐㄧㄥˇ,měi jǐng,
060200018,美酒,ㄇㄟˇ　ㄐㄧㄡˇ,měi jiǔ,
060200017,美化,ㄇㄟˇ　ㄏㄨㄚˋ,měi huà,
060200016,美好,ㄇㄟˇ　ㄏㄠˇ,měi hǎo,
060200014,美觀,ㄇㄟˇ　ㄍㄨㄢ,měi guān,
060200015,美工,ㄇㄟˇ　ㄍㄨㄥ,měi gōng,
0602000132,美國總統報復權,ㄇㄟˇ　ㄍㄨㄛˊ　ㄗㄨㄥˇ　ㄊㄨㄥˇ　ㄅㄠˋ　ㄈㄨˋ　ㄑㄩㄢˊ,měi guó zǒng tǒng bào fù quán,
0602000131,美國之音,ㄇㄟˇ　ㄍㄨㄛˊ　ㄓ　ㄧㄣ,měi guó zhī yīn,
060200013,美感,ㄇㄟˇ　ㄍㄢˇ,měi gǎn,
060200011,美麗,ㄇㄟˇ　ㄌㄧˋ,měi lì,
060200012,美輪美奐,ㄇㄟˇ　ㄌㄨㄣˊ　ㄇㄟˇ　ㄏㄨㄢˋ,měi lún měi huàn,
060200010,美女,ㄇㄟˇ　ㄋㄩˇ,měi nǚ,
0602000101,美勞,ㄇㄟˇ　ㄌㄠˊ,měi láo,
060200009,美談,ㄇㄟˇ　ㄊㄢˊ,měi tán,
0602000081,美得冒泡,ㄇㄟˇ　˙ㄉㄜ　ㄇㄠˋ　ㄆㄠˋ,měi de mào pào,
060200008,美德,ㄇㄟˇ　ㄉㄜˊ,měi dé,
060200006,美名,ㄇㄟˇ　ㄇㄧㄥˊ,měi míng,
060200007,美髮,ㄇㄟˇ　ㄈㄚˇ,měi fǎ,
060200004,美夢成真,ㄇㄟˇ　ㄇㄥˋ　ㄔㄥˊ　ㄓㄣ,měi mèng chéng zhēn,
060200005,美妙,ㄇㄟˇ　ㄇㄧㄠˋ,měi miào,
0602000031,美夢,ㄇㄟˇ　ㄇㄥˋ,měi mèng,
060200003,美滿,ㄇㄟˇ　ㄇㄢˇ,měi mǎn,
060200002,美貌,ㄇㄟˇ　ㄇㄠˋ,měi mào,
060200001,美不勝收,ㄇㄟˇ　ㄅㄨˋ　ㄕㄥ　ㄕㄡ,měi bù shēng shōu,
060100009,每位,ㄇㄟˇ　ㄨㄟˋ,měi wèi,
0602,美,ㄇㄟˇ,měi,
060100008,每下愈況,ㄇㄟˇ　ㄒㄧㄚˋ　ㄩˋ　ㄎㄨㄤˋ,měi xià yù kuàng,
060100006,每隔,ㄇㄟˇ　ㄍㄜˊ,měi gé,
0601000071,每況愈下,ㄇㄟˇ　ㄎㄨㄤˋ　ㄩˋ　ㄒㄧㄚˋ,měi kuàng yù xià,
060100001,每每,ㄇㄟˇ　ㄇㄟˇ,měi měi,
060100002,每逢,ㄇㄟˇ　ㄈㄥˊ,měi féng,
060100003,每當,ㄇㄟˇ　ㄉㄤ,měi dāng,
0601,每,ㄇㄟˇ,měi,
0600,黴,ㄇㄟˊ,méi,
060000001,黴菌,ㄇㄟˊ　ㄐㄩㄣˋ,méi jùn,
059900004,煤油,ㄇㄟˊ　ㄧㄡˊ,méi yóu,
059900002,煤礦,ㄇㄟˊ　ㄎㄨㄤˋ,méi kuàng,
059900003,煤氣,ㄇㄟˊ　ㄑㄧˋ,méi qì,
059900001,煤炭,ㄇㄟˊ　ㄊㄢˋ,méi tàn,
0599,煤,ㄇㄟˊ,méi,
059800005,媒人,ㄇㄟˊ　ㄖㄣˊ,méi rén,
059800003,媒介,ㄇㄟˊ　ㄐㄧㄝˋ,méi jiè,
059800004,媒妁之言,ㄇㄟˊ　ㄕㄨㄛˋ　ㄓ　ㄧㄢˊ,méi shuò zhī yán,
0598000021,媒體造勢,ㄇㄟˊ　ㄊㄧˇ　ㄗㄠˋ　ㄕˋ,méi tǐ zào shì,
059800002,媒體,ㄇㄟˊ　ㄊㄧˇ,méi tǐ,
0598,媒,ㄇㄟˊ,méi,
059800001,媒婆,ㄇㄟˊ　ㄆㄛˊ,méi pó,
059700003,霉運,ㄇㄟˊ　ㄩㄣˋ,méi yùn,
059700001,霉氣,ㄇㄟˊ　ㄑㄧˋ,méi qì,
059700002,霉味,ㄇㄟˊ　ㄨㄟˋ,méi wèi,
0597,霉,ㄇㄟˊ,méi,
0595,莓,ㄇㄟˊ,méi,
0596,"酶
",ㄇㄟˊ,méi,
059400005,梅雨,ㄇㄟˊ　ㄩˇ,méi yǔ,
0594000031,梅花鹿,ㄇㄟˊ　ㄏㄨㄚ　ㄌㄨˋ,méi huā lù,
059400004,梅子,ㄇㄟˊ　˙ㄗ,méi zi,
059400003,梅花,ㄇㄟˊ　ㄏㄨㄚ,méi huā,
059400002,梅開二度,ㄇㄟˊ　ㄎㄞ　ㄦˋ　ㄉㄨˋ,méi kāi èr dù,
059400001,梅毒,ㄇㄟˊ　ㄉㄨˊ,méi dú,
0593,楣,ㄇㄟˊ,méi,
0594,梅,ㄇㄟˊ,méi,
059100001,湄州,ㄇㄟˊ　ㄓㄡ,méi zhōu,
0592,嵋,ㄇㄟˊ,méi,
0591,湄,ㄇㄟˊ,méi,
059000012,眉宇,ㄇㄟˊ　ㄩˇ,méi yǔ,
059000010,眉清目秀,ㄇㄟˊ　ㄑㄧㄥ　ㄇㄨˋ　ㄒㄧㄡˋ,méi qīng mù xiù,
059000011,眉心,ㄇㄟˊ　ㄒㄧㄣ,méi xīn,
059000009,眉開眼笑,ㄇㄟˊ　ㄎㄞ　ㄧㄢˇ　ㄒㄧㄠˋ,méi kāi yǎn xiào,
059000008,眉來眼去,ㄇㄟˊ　ㄌㄞˊ　ㄧㄢˇ　ㄑㄩˋ,méi lái yǎn qù,
059000007,眉頭,ㄇㄟˊ　ㄊㄡˊ,méi tóu,
059000006,眉飛色舞,ㄇㄟˊ　ㄈㄟ　ㄙㄜˋ　ㄨˇ,méi fēi sè wǔ,
059000005,眉目傳情,ㄇㄟˊ　ㄇㄨˋ　ㄔㄨㄢˊ　ㄑㄧㄥˊ,méi mù chuán qíng,
059000004,眉目,ㄇㄟˊ　ㄇㄨˋ,méi mù,
059000003,眉毛,ㄇㄟˊ　ㄇㄠˊ,méi máo,
059000002,眉批,ㄇㄟˊ　ㄆㄧ,méi pī,
059000001,眉筆,ㄇㄟˊ　ㄅㄧˇ,méi bǐ,
0590,眉,ㄇㄟˊ,méi,
058900001,枚舉,ㄇㄟˊ　ㄐㄩˇ,méi jǔ,
0589,枚,ㄇㄟˊ,méi,
0588000011,玫瑰花,ㄇㄟˊ　ㄍㄨㄟ　ㄏㄨㄚ,méi guī huā,
0588,玫,ㄇㄟˊ,méi,
058800001,玫瑰,ㄇㄟˊ　ㄍㄨㄟ,méi guī,
058700020,沒用,ㄇㄟˊ　ㄩㄥˋ,méi yòng,
058700019,沒完沒了,ㄇㄟˊ　ㄨㄢˊ　ㄇㄟˊ　ㄌㄧㄠˇ,méi wán méi liǎo,
058700018,沒有,ㄇㄟˊ　ㄧㄡˇ,méi yǒu,
058700017,沒意思,ㄇㄟˊ　ㄧˋ　˙ㄙ,méi yì si,
058700016,沒錯,ㄇㄟˊ　ㄘㄨㄛˋ,méi cuò,
058700015,沒什麼,ㄇㄟˊ　ㄕㄣˊ　˙ㄇㄜ,méi shén me,
058700013,沒著落,ㄇㄟˊ　ㄓㄨㄛˊ　ㄌㄨㄛˋ,méi zhuó luò,
0587000132,沒出息,ㄇㄟˊ　ㄔㄨ　˙ㄒㄧ,méi chū xi,
0587000121,沒主意,ㄇㄟˊ　ㄓㄨˇ　ㄧˋ,méi zhǔ yì,
0587000112,沒志氣,ㄇㄟˊ　ㄓˋ　ㄑㄧˋ,méi zhì qì,
058700012,沒轍,ㄇㄟˊ　ㄓㄜˊ,méi zhé,
0587000111,沒指望,ㄇㄟˊ　ㄓˇ　ㄨㄤˋ,méi zhǐ wàng,
058700011,沒想到,ㄇㄟˊ　ㄒㄧㄤˇ　ㄉㄠˋ,méi xiǎng dào,
0587000101,沒趣,ㄇㄟˊ　ㄑㄩˋ,méi qù,
058700010,沒精打采,ㄇㄟˊ　ㄐㄧㄥ　ㄉㄚˇ　ㄘㄞˇ,méi jīng dǎ cǎi,
0587000091,沒勁,ㄇㄟˊ　ㄐㄧㄥˋ,méi jìng,
058700008,沒空,ㄇㄟˊ　ㄎㄨㄥˋ,méi kòng,
058700009,沒好氣,ㄇㄟˊ　ㄏㄠˇ　ㄑㄧˋ,méi hǎo qì,
0587000061,沒骨氣,ㄇㄟˊ　ㄍㄨˇ　ㄑㄧˋ,méi gǔ qì,
058700007,沒關係,ㄇㄟˊ　ㄍㄨㄢ　ㄒㄧˋ,méi guān xì,
0587000051,沒來由,ㄇㄟˊ　ㄌㄞˊ　ㄧㄡˊ,méi lái yóu,
058700006,沒良心,ㄇㄟˊ　ㄌㄧㄤˊ　ㄒㄧㄣ,méi liáng xīn,
058700005,沒頭沒腦,ㄇㄟˊ　ㄊㄡˊ　ㄇㄟˊ　ㄋㄠˇ,méi tóu méi nǎo,
058700004,沒道理,ㄇㄟˊ　ㄉㄠˋ　ㄌㄧˇ,méi dào lǐ,
0587000031,沒大沒小,ㄇㄟˊ　ㄉㄚˋ　ㄇㄟˊ　ㄒㄧㄠˇ,méi dà méi xiǎo,
058700003,沒法子,ㄇㄟˊ　ㄈㄚˊ　˙ㄗ,méi fá zi,
058700002,沒命,ㄇㄟˊ　ㄇㄧㄥˋ,méi mìng,
058700001,沒辦法,ㄇㄟˊ　ㄅㄢˋ　ㄈㄚˇ,méi bàn fǎ,
0587,沒,(二)ㄇㄟˊ,(二)méi,(一)ㄇㄛˋ　　mò（0564）<br>
058600004,邁入,ㄇㄞˋ　ㄖㄨˋ,mài rù,
058600002,邁進,ㄇㄞˋ　ㄐㄧㄣˋ,mài jìn,
058600001,邁步,ㄇㄞˋ　ㄅㄨˋ,mài bù,
0586,邁,ㄇㄞˋ,mài,
058500017,賣淫,ㄇㄞˋ　ㄧㄣˊ,mài yín,
058500016,賣藝,ㄇㄞˋ　ㄧˋ,mài yì,
0585000161,賣友求榮,ㄇㄞˋ　ㄧㄡˇ　ㄑㄧㄡˊ　ㄖㄨㄥˊ,mài yǒu qiú róng,
058500015,賣座,ㄇㄞˋ　ㄗㄨㄛˋ,mài zuò,
058500014,賣人情,ㄇㄞˋ　ㄖㄣˊ　ㄑㄧㄥˊ,mài rén qíng,
0585000132,賣身契,ㄇㄞˋ　ㄕㄣ　ㄑㄧˋ,mài shēn qì,
0585000131,賣身投靠,ㄇㄞˋ　ㄕㄣ　ㄊㄡˊ　ㄎㄠˋ,mài shēn tóu kào,
058500013,賣身,ㄇㄞˋ　ㄕㄣ,mài shēn,
058500012,賣春,ㄇㄞˋ　ㄔㄨㄣ,mài chūn,
058500010,賣唱,ㄇㄞˋ　ㄔㄤˋ,mài chàng,
058500009,賣超,ㄇㄞˋ　ㄔㄠ,mài chāo,
058500008,賣主,ㄇㄞˋ　ㄓㄨˇ,mài zhǔ,
0585000071,賣笑,ㄇㄞˋ　ㄒㄧㄠˋ,mài xiào,
058500007,賣價,ㄇㄞˋ　ㄐㄧㄚˋ,mài jià,
0585000061,賣關子,ㄇㄞˋ　ㄍㄨㄢ　˙ㄗ,mài guān zi,
058500006,賣乖,ㄇㄞˋ　ㄍㄨㄞ,mài guāi,
058500005,賣國賊,ㄇㄞˋ　ㄍㄨㄛˊ　ㄗㄟˊ,mài guó zéi,
058500004,賣力,ㄇㄞˋ　ㄌㄧˋ,mài lì,
058500003,賣弄,ㄇㄞˋ　ㄋㄨㄥˋ,mài nòng,
058500001,賣命,ㄇㄞˋ　ㄇㄧㄥˋ,mài mìng,
058500002,賣方,ㄇㄞˋ　ㄈㄤ,mài fāng,
0585,賣,ㄇㄞˋ,mài,
058400005,麥芽糖,ㄇㄞˋ　ㄧㄚˊ　ㄊㄤˊ,mài yá táng,
058400004,麥子,ㄇㄞˋ　˙ㄗ,mài zi,
058400003,麥克風,ㄇㄞˋ　ㄎㄜˋ　ㄈㄥ,mài kè fēng,
058400002,麥田,ㄇㄞˋ　ㄊㄧㄢˊ,mài tián,
0584000021,麥管,ㄇㄞˋ　ㄍㄨㄢˇ,mài guǎn,
058400001,麥片,ㄇㄞˋ　ㄆㄧㄢˋ,mài piàn,
0584,麥,ㄇㄞˋ,mài,
058300004,脈象,ㄇㄞˋ　ㄒㄧㄤˋ,mài xiàng,
058300003,脈絡,ㄇㄞˋ　ㄌㄨㄛˋ,mài luò,
058300002,脈動,ㄇㄞˋ　ㄉㄨㄥˋ,mài dòng,
058300001,脈搏,ㄇㄞˋ　ㄅㄛˊ,mài bó,
0583,脈,(一)ㄇㄞˋ,(一)mài,(二)ㄇㄛˋ　　mò（0569）<br>
058200014,買菜,ㄇㄞˇ　ㄘㄞˋ,mǎi cài,
058200013,買醉,ㄇㄞˇ　ㄗㄨㄟˋ,mǎi zuì,
058200011,買主,ㄇㄞˇ　ㄓㄨˇ,mǎi zhǔ,
058200010,買帳,ㄇㄞˇ　ㄓㄤˋ,mǎi zhàng,
058200007,買空賣空,ㄇㄞˇ　ㄎㄨㄥ　ㄇㄞˋ　ㄎㄨㄥ,mǎi kōng mài kōng,
058200006,買通,ㄇㄞˇ　ㄊㄨㄥ,mǎi tōng,
0582000051,買櫝還珠,ㄇㄞˇ　ㄉㄨˊ　ㄏㄨㄢˊ　ㄓㄨ,mǎi dú huán zhū,
058200004,買方,ㄇㄞˇ　ㄈㄤ,mǎi fāng,
058200005,買單,ㄇㄞˇ　ㄉㄢ,mǎi dān,
058200003,買賣,ㄇㄞˇ　ㄇㄞˋ,mǎi mài,
058200002,買票,ㄇㄞˇ　ㄆㄧㄠˋ,mǎi piào,
058200001,買辦,ㄇㄞˇ　ㄅㄢˋ,mǎi bàn,
0582,買,ㄇㄞˇ,mǎi,
0581,霾,ㄇㄞˊ,mái,
058000009,埋藏,ㄇㄞˊ　ㄘㄤˊ,mái cáng,
058000008,埋葬,ㄇㄞˊ　ㄗㄤˋ,mái zàng,
058000006,埋設,ㄇㄞˊ　ㄕㄜˋ,mái shè,
058000007,埋首,ㄇㄞˊ　ㄕㄡˇ,mái shǒu,
058000005,埋骨,ㄇㄞˊ　ㄍㄨˇ,mái gǔ,
058000004,埋頭苦幹,ㄇㄞˊ　ㄊㄡˊ　ㄎㄨˇ　ㄍㄢˋ,mái tóu kǔ gàn,
058000003,埋頭,ㄇㄞˊ　ㄊㄡˊ,mái tóu,
058000002,埋伏,ㄇㄞˊ　ㄈㄨˊ,mái fú,
058000001,埋沒,ㄇㄞˊ　ㄇㄛˋ,mái mò,
0580,埋,(一)ㄇㄞˊ,(一)mái,(二)ㄇㄢˊ　　mán（0640A）<br>
0579,麼,(三)˙ㄇㄜ,(三)me,(一)ㄇㄛˊ　　mó（0545）<br>(二)ㄇㄚˊ　　má（0531）<br>
057800002,磨坊,ㄇㄛˋ　ㄈㄤ,mò fāng,
0578,磨,(二)ㄇㄛˋ,(二)mò,(一)ㄇㄛˊ　　mó（0547）<br>
057800001,磨盤,ㄇㄛˋ　ㄆㄢˊ,mò pán,
057700012,默哀,ㄇㄛˋ　ㄞ,mò āi,
057700011,默認,ㄇㄛˋ　ㄖㄣˋ,mò rèn,
057700009,默書,ㄇㄛˋ　ㄕㄨ,mò shū,
057700010,默然,ㄇㄛˋ　ㄖㄢˊ,mò rán,
057700008,默許,ㄇㄛˋ　ㄒㄩˇ,mò xǔ,
0577000072,默想,ㄇㄛˋ　ㄒㄧㄤˇ,mò xiǎng,
0577000071,默寫,ㄇㄛˋ　ㄒㄧㄝˇ,mò xiě,
057700006,默劇,ㄇㄛˋ　ㄐㄩˋ,mò jù,
057700007,默契,ㄇㄛˋ　ㄑㄧˋ,mò qì,
0577000052,默念,ㄇㄛˋ　ㄋㄧㄢˋ,mò niàn,
0577000051,默讀,ㄇㄛˋ　ㄉㄨˊ,mò dú,
057700005,默禱,ㄇㄛˋ　ㄉㄠˇ,mò dǎo,
0577000041,默默無言,ㄇㄛˋ　ㄇㄛˋ　ㄨˊ　ㄧㄢˊ,mò mò wú yán,
057700004,默默無聞,ㄇㄛˋ　ㄇㄛˋ　ㄨˊ　ㄨㄣˊ,mò mò wú wén,
057700003,默默,ㄇㄛˋ　ㄇㄛˋ,mò mò,
057700002,默片,ㄇㄛˋ　ㄆㄧㄢˋ,mò piàn,
057700001,默不作聲,ㄇㄛˋ　ㄅㄨˋ　ㄗㄨㄛˋ　ㄕㄥ　（變）ㄇㄛˋ　ㄅㄨˊ　ㄗㄨㄛˋ　ㄕㄥ,mò bù zuò shēng　（變）mò bú zuò shēng,
057600010,墨魚,ㄇㄛˋ　ㄩˊ,mò yú,
0577,默,ㄇㄛˋ,mò,
057600009,墨水,ㄇㄛˋ　ㄕㄨㄟˇ,mò shuǐ,
057600008,墨守成規,ㄇㄛˋ　ㄕㄡˇ　ㄔㄥˊ　ㄍㄨㄟ,mò shǒu chéng guī,
057600006,墨鏡,ㄇㄛˋ　ㄐㄧㄥˋ,mò jìng,
057600007,墨汁,ㄇㄛˋ　ㄓ,mò zhī,
0576000051,墨跡,ㄇㄛˋ　ㄐㄧ,mò jī,
057600005,墨痕,ㄇㄛˋ　ㄏㄣˊ,mò hén,
057600004,墨客,ㄇㄛˋ　ㄎㄜˋ,mò kè,
057600003,墨綠,ㄇㄛˋ　ㄌㄩˋ,mò lǜ,
057600001,墨寶,ㄇㄛˋ　ㄅㄠˇ,mò bǎo,
057600002,墨斗,ㄇㄛˋ　ㄉㄡˇ,mò dǒu,
0575,貉,(二)ㄇㄛˋ,(二)mò,(一)ㄏㄜˊ　　hé（2696）<br>
0576,墨,ㄇㄛˋ,mò,
057400002,驀然,ㄇㄛˋ　ㄖㄢˊ,mò rán,
057400003,驀然回首,ㄇㄛˋ　ㄖㄢˊ　ㄏㄨㄟˊ　ㄕㄡˇ,mò rán huí shǒu,
0572,寞,ㄇㄛˋ,mò,
0573,瘼,ㄇㄛˋ,mò,
0574,驀,ㄇㄛˋ,mò,
057400001,驀地,ㄇㄛˋ　ㄉㄧˋ,mò dì,
057100003,漠然,ㄇㄛˋ　ㄖㄢˊ,mò rán,
057100001,漠不關心,ㄇㄛˋ　ㄅㄨˋ　ㄍㄨㄢ　ㄒㄧㄣ,mò bù guān xīn,
057100002,漠視,ㄇㄛˋ　ㄕˋ,mò shì,
057000011,莫若,ㄇㄛˋ　ㄖㄨㄛˋ,mò ruò,
057000013,莫測高深,ㄇㄛˋ　ㄘㄜˋ　ㄍㄠ　ㄕㄣ,mò cè gāo shēn,
0571,漠,ㄇㄛˋ,mò,
057000009,莫說,ㄇㄛˋ　ㄕㄨㄛ,mò shuō,
057000010,莫如,ㄇㄛˋ　ㄖㄨˊ,mò rú,
057000007,莫須有,ㄇㄛˋ　ㄒㄩ　ㄧㄡˇ,mò xū yǒu,
057000008,莫衷一是,ㄇㄛˋ　ㄓㄨㄥ　ㄧ　ㄕˋ　（變）ㄇㄛˋ　ㄓㄨㄥ　ㄧˊ　ㄕˋ,mò zhōng yī shì　（變）mò zhōng yí shì,
057000006,莫可奈何,ㄇㄛˋ　ㄎㄜˇ　ㄋㄞˋ　ㄏㄜˊ,mò kě nài hé,
057000005,莫怪,ㄇㄛˋ　ㄍㄨㄞˋ,mò guài,
0570000031,莫逆之交,ㄇㄛˋ　ㄋㄧˋ　ㄓ　ㄐㄧㄠ,mò nì zhī jiāo,
057000003,莫逆,ㄇㄛˋ　ㄋㄧˋ,mò nì,
057000002,莫非,ㄇㄛˋ　ㄈㄟ,mò fēi,
057000001,莫名其妙,ㄇㄛˋ　ㄇㄧㄥˊ　ㄑㄧˊ　ㄇㄧㄠˋ,mò míng qí miào,
0570,莫,(一)ㄇㄛˋ,(一)mò,(二)ㄇㄨˋ　　mù（0795）<br>
056900001,脈脈,ㄇㄛˋ　ㄇㄛˋ,mò mò,
0568,貊,ㄇㄛˋ,mò,
0569,脈,(二)ㄇㄛˋ,(二)mò,(一)ㄇㄞˋ　　mài（0583）<br>
056700003,陌生人,ㄇㄛˋ　ㄕㄥ　ㄖㄣˊ,mò shēng rén,
056700002,陌生,ㄇㄛˋ　ㄕㄥ,mò shēng,
0567,陌,ㄇㄛˋ,mò,
056700001,陌路,ㄇㄛˋ　ㄌㄨˋ,mò lù,
0565,歿,ㄇㄛˋ,mò,
0566,冒,(二)ㄇㄛˋ,(二)mò,(一)ㄇㄠˋ　　mào（0626）<br>
056600001,冒頓,ㄇㄛˋ　ㄉㄨˊ,mò dú,
056400003,沒收,ㄇㄛˋ　ㄕㄡ,mò shōu,
0564000021,沒齒難忘,ㄇㄛˋ　ㄔˇ　ㄋㄢˊ　ㄨㄤˋ,mò chǐ nán wàng,
056400002,沒落,ㄇㄛˋ　ㄌㄨㄛˋ,mò luò,
0564000011,沒奈何,ㄇㄛˋ　ㄋㄞˋ　ㄏㄜˊ,mò nài hé,
056400001,沒沒無聞,ㄇㄛˋ　ㄇㄛˋ　ㄨˊ　ㄨㄣˊ,mò mò wú wén,
0564,沒,(一)ㄇㄛˋ,(一)mò,(二)ㄇㄟˊ　　méi（0587）<br>
0563,秣,ㄇㄛˋ,mò,
056300001,秣馬厲兵,ㄇㄛˋ　ㄇㄚˇ　ㄌㄧˋ　ㄅㄧㄥ,mò mǎ lì bīng,
056200002,茉莉花,ㄇㄛˋ　ㄌㄧˋ　ㄏㄨㄚ,mò lì huā,
0562,茉,ㄇㄛˋ,mò,
056200001,茉莉,ㄇㄛˋ　ㄌㄧˋ　（變）ㄇㄛˋ　˙ㄌㄧ,mò lì （變）mò li,
0561,妺,ㄇㄛˋ,mò,
0560,抹,(二)ㄇㄛˋ,(二)mò,(一)ㄇㄛˇ　　mǒ（0556）<br>
055800007,末座,ㄇㄛˋ　ㄗㄨㄛˋ,mò zuò,
0559,沫,ㄇㄛˋ,mò,
055800006,末日,ㄇㄛˋ　ㄖˋ,mò rì,
0558000053,末梢,ㄇㄛˋ　ㄕㄠ,mò shāo,
0558000052,末世,ㄇㄛˋ　ㄕˋ,mò shì,
0558000051,末學,ㄇㄛˋ　ㄒㄩㄝˊ,mò xué,
055800005,末期,ㄇㄛˋ　ㄑㄧˊ,mò qí,
0558000042,末路,ㄇㄛˋ　ㄌㄨˋ,mò lù,
0558000041,末流,ㄇㄛˋ　ㄌㄧㄡˊ,mò liú,
055800004,末了,ㄇㄛˋ　ㄌㄧㄠˇ,mò liǎo,
055800002,末端,ㄇㄛˋ　ㄉㄨㄢ,mò duān,
055800003,末年,ㄇㄛˋ　ㄋㄧㄢˊ,mò nián,
055800001,末代,ㄇㄛˋ　ㄉㄞˋ,mò dài,
055700001,万俟,ㄇㄛˋ　ㄑㄧˊ,mò qí,
0558,末,ㄇㄛˋ,mò,
0557,万,(一)ㄇㄛˋ,(一)mò,(二)ㄨㄢˋ　　wàn（▲6382萬）<br>
055600008,抹煞,ㄇㄛˇ　ㄕㄚ,mǒ shā,
055600006,抹拭,ㄇㄛˇ　ㄕˋ,mǒ shì,
055600007,抹殺,ㄇㄛˇ　ㄕㄚ,mǒ shā,
055600004,抹黑,ㄇㄛˇ　ㄏㄟ,mǒ hēi,
055600005,抹去,ㄇㄛˇ　ㄑㄩˋ,mǒ qù,
0556000031,抹臉,ㄇㄛˇ　ㄌㄧㄢˇ,mǒ liǎn,
055600003,抹滅,ㄇㄛˇ　ㄇㄧㄝˋ,mǒ miè,
055600001,抹布,ㄇㄛˇ　ㄅㄨˋ,mǒ bù,
055600002,抹片,ㄇㄛˇ　ㄆㄧㄢˋ,mǒ piàn,
0555,饃,ㄇㄛˊ,mó,
0556,抹,(一)ㄇㄛˇ,(一)mǒ,(二)ㄇㄛˋ　　mò（0560）<br>
0554,謨,ㄇㄛˊ,mó,
055200001,膜拜,ㄇㄛˊ　ㄅㄞˋ,mó bài,
0553,糢,ㄇㄛˊ,mó,
0552,膜,ㄇㄛˊ,mó,
055100001,摹寫,ㄇㄛˊ　ㄒㄧㄝˇ,mó xiě,
055100000,摹本,ㄇㄛˊ　ㄅㄣˇ,mó běn,
0551000001,摹仿,ㄇㄛˊ　ㄈㄤˇ,mó fǎng,
0551,摹,ㄇㄛˊ,mó,
055000013,模樣,ㄇㄛˊ　ㄧㄤˋ,mó yàng,
055000012,模子,ㄇㄛˊ　˙ㄗ,mó zi,
055000011,模式,ㄇㄛˊ　ㄕˋ,mó shì,
055000010,模型,ㄇㄛˊ　ㄒㄧㄥˊ,mó xíng,
055000008,模糊,ㄇㄛˊ　ㄏㄨˊ,mó hú,
055000009,模具,ㄇㄛˊ　ㄐㄩˋ,mó jù,
055000007,模稜兩可,ㄇㄛˊ　ㄌㄥˊ　ㄌㄧㄤˇ　ㄎㄜˇ,mó léng liǎng kě,
055000005,模擬,ㄇㄛˊ　ㄋㄧˇ,mó nǐ,
055000006,模特兒,ㄇㄛˊ　ㄊㄜˋ　ㄦˊ,mó tè ér,
055000004,模仿,ㄇㄛˊ　ㄈㄤˇ,mó fǎng,
055000002,模範,ㄇㄛˊ　ㄈㄢˋ,mó fàn,
055000003,模範生,ㄇㄛˊ　ㄈㄢˋ　ㄕㄥ,mó fàn shēng,
0550,模,ㄇㄛˊ,mó,
055000001,模板,ㄇㄛˊ　ㄅㄢˇ,mó bǎn,
054900008,魔王,ㄇㄛˊ　ㄨㄤˊ,mó wáng,
054900007,魔術,ㄇㄛˊ　ㄕㄨˋ,mó shù,
0549000071,魔術數字,ㄇㄛˊ　ㄕㄨˋ　ㄕㄨˋ　ㄗˋ,mó shù shù zì,
0549000061,魔手,ㄇㄛˊ　ㄕㄡˇ,mó shǒu,
054900006,魔爪,ㄇㄛˊ　ㄓㄠˇ　（語音）ㄇㄛˊ　ㄓㄨㄚˇ,mó zhǎo　（語音）mó zhuǎ,
054900005,魔掌,ㄇㄛˊ　ㄓㄤˇ,mó zhǎng,
054900004,魔鬼,ㄇㄛˊ　ㄍㄨㄟˇ,mó guǐ,
054900003,魔力,ㄇㄛˊ　ㄌㄧˋ,mó lì,
0549000011,魔電,ㄇㄛˊ　ㄉㄧㄢˋ,mó diàn,
054900002,魔頭,ㄇㄛˊ　ㄊㄡˊ,mó tóu,
054900001,魔法,ㄇㄛˊ　ㄈㄚˇ,mó fǎ,
0549,魔,ㄇㄛˊ,mó,
0548,蘑,ㄇㄛˊ,mó,
