㓦劃	bohua
大處著眼，小處著手	dachuzhuoyan,xiaochuzhuoshou
大處著眼，小處著手	dachuzhuoyanxiaochuzhuoshou
大蜡	dazha
大行院	dahangyuan
大衾長枕	daqinchangzhen
大賈	dagu
大輅	dalu
大通銀行	datongyinhang
大都	dadu
大都來	dadulai
大都會	daduhui
大都會區	daduhuiqu
大都會歌劇院	daduhuigejuyuan
大都護	daduhu
大長日子	dachangrizi
大門不出，二門不邁	damenbuchu,ermenbumai
大陸地區	daludiqu
大難不死，必有厚祿	dananbusi,biyouhoulu
大難不死，必有後祿	dananbusi,biyouhoulu
大難不死，必有後福	dananbusi,biyouhoufu
大面兒上	damianrshang
大面兒上	damiarshang
大面皮兒	damianpir
大頭兒	datour
大頭覺	datoujiao
大風吹倒梧桐樹，自有旁人說短長	dafengchuidaowutongshu,ziyoupangrenshuoduanchang
大魚吃小魚，小魚吃蝦米	dayuchixiaoyu,xiaoyuchixiami
天上少有，地下無雙	tianshangshaoyou,dixiawushuang
天下不如意事，十常八九	tianxiaburuyishi,shichangbajiu
天下大勢分久必合，合久必分	tianxiadashifenjiubi,hehejiubifen
天下安，注意相；天下危，注意將	tianxiaan,zhuyixiang；tianxiawei,zhuyijiang
天下本無事，庸人自擾之	tianxiabenwushi,yongrenziraozhi
天下無難事，只怕有心人	tianxiawunanshi,zhipayouxinren
天下無難事，只怕有心人	tianxiawunanshizhipayouxinren
天下興亡，匹夫有責	tianxiaxingwang,pifuyouze
天不怕，地不怕	tianbupa,dibupa
天不怕，地不怕	tianbupadibupa
天不著風兒晴不的	tianbuzhuofengrqingbude
天不蓋，地不載	tianbugai,dibuzai
天作孽猶可違，自作孽不可活	tianzuonieyoukewei,zizuoniebukehuo
天公地道	tiangongdidao
天冠地屨	tianguandiju
天剋地衝	tiankedichong
天南地北	tiannandibei
天地	tiandi
天地一沙鷗	tiandiyishaou
天地一色	tiandiyise
天地不容	tiandiburong
天地世間	tiandishijian
天地之別	tiandizhibie
天地交泰	tiandijiaotai
天地可表	tiandikebiao
天地君親師	tiandijunqinshi
天地會	tiandihui
天地玄黃	tiandixuanhuang
天地精華	tiandijinghua
天地良心	tiandiliangxin
天地萬物	tiandiwanwu
天地蓋載	tiandigaizai
天地誅戮	tiandizhulu
天地誅滅	tiandizhumie
天地造化	tiandizaohua
天地間	tiandijian
天地頭	tianditou
天地鬼神	tiandiguishen
天塌下來，自有長的撐住	tiantaxialai,ziyouchangdechengzhu
天塌了有地接著	tiantaleyoudijiezhe
天塌地陷	tiantadixian
天大地大	tiandadida
天奇地怪	tianqidiguai
天姥山	tianmushan
天官賜福	tianguansifu
天寒地凍	tianhandidong
天崩地塌	tianbengdita
天崩地裂	tianbengdilie
天差地別	tianchadibie
天差地遠	tianchadiyuan
天干地支	tiangandizhi
天愁地慘	tianchoudican
天懸地隔	tianxuandige
天授地設	tianshoudishe
天搖地動	tianyaodidong
天摧地塌	tiancuidita
天文地理	tianwendili
天旋地轉	tianxuandizhuan
天昏地慘	tianhundican
天昏地暗	tianhundian
天昏地黑	tianhundihei
天時不如地利，地利不如人和	tianshiburudili,dilibururenhe
天時地利人和	tianshidilirenhe
天樂	tianyue
天涯地角	tianyadijiao
天涯地隅	tianyadiyu
天災地孽	tianzaidinie
天災地變	tianzaidibian
天無三日晴，地無三里平	tianwusanriqing,diwusanliping
天無二日，土無二王	tianwuerri,tuwuerwang
天無二日，民無二王	tianwuerri,minwuerwang
天牌壓地牌	tianpaiyadipai
天生地設	tianshengdishe
天真地秀	tianzhendixiu
天真未鑿	tianzhenweizuo
天知地知	tianzhidizhi
天知地知，你知我知	tianzhidizhi,nizhiwozhi
天秤	tianping
天秤座	tianpingzuo
天空地闊	tiankongdikuo
天窄地狹	tianzhaidixia
天經地義	tianjingdiyi
天羅地網	tianluodiwang
天翻地覆	tianfandifu
天老兒	tianlaor
天聾地啞	tianlongdiya
天花墜地	tianhuazhuidi
天荊地棘	tianjingdiji
天荒地老	tianhuangdilao
天行健，君子以自強不息	tianxingjian,junziyiziqiangbuxi
天要落雨，娘要嫁人	tianyaoluoyu,niangyaojiaren
天覆地載	tianfudizai
天誅地滅	tianzhudimie
天賜	tiansi
天造地設	tianzaodishe
天道好還	tiandaohaohuan
天遠地隔	tianyuandige
天都	tiandu
天長地久	tianchangdijiu
天長地老	tianchangdilao
天長地遠	tianchangdiyuan
天長日久	tianchangrijiu
天長節	tianchangjie
天雨粟，馬生角	tianyusu,mashengjiao
天震地駭	tianzhendihai
天靈靈，地靈靈	tianlingling,dilingling
天高地厚	tiangaodihou
天高地迥	tiangaodijiong
天高地遠	tiangaodiyuan
天高地闊	tiangaodikuo
太卜	taibu
太子洗馬	taizixianma
太平本是將軍定，不許將軍見太平	taipingbenshijiangjunding,buxujiangjunjiantaiping
太平洋盆地	taipingyangpendi
太行山	taihangshan
太阿	taie
太阿之柄	taiezhibing
太阿倒持	taiedaochi
太阿在握	taiezaiwo
太陽地	taiyangdi
夫差	fuchai
夭娜	yaonuo
夯雀兒先飛	hangquerxianfei
失之東隅，收之桑榆	shizhidongyu,shouzhisangyu
失之毫釐，差之千里	shizhihaoli,chazhiqianli
失之毫釐，差以千里	shizhihaoli,chayiqianli
失地	shidi
失心兒	shixier
失心兒	shixinr
失著	shizhao
失血	shixie
失調	shitiao
失賊	shize
夷俟	yisi
夷為平地	yiweipingdi
夾和	jiahuo
夾餡兒	jiaxianr
夾餡兒	jiaxiar
奄欻	yanhu
奇偶	jiou
奇數	jishu
奇日	jiri
奇羨	jixian
奇贏	jiying
奇蹄目	jitimu
奇零	jiling
奉公不阿	fenggongbue
奉蘋蘩	fengpinfan
奉被	fengpi
奉還	fenghuan
奏樂	zouyue
契闊	qiekuo
契闊談讌	qiekuotanyan
契需	qiexu
奓靡	shemi
套兒	taor
套環兒	taohuanr
套環兒	taohuar
奠地	diandi
奠都	diandu
奧勒岡州	aolegangzhou
奧古斯都	aogusidu
奧古斯都時期	aogusidushiqi
奧地利	aodili
奧地利共和國	aodiligongheguo
奧渫	yuxie
奧登塞	aodengse
女人心，海底針	nurenxin,haidizhen
女又十撇兒	nuyoushipier
女娃兒	nuwar
女孩兒	hair
女孩兒	har
女宿	nuxiu
女校尉	nujiaowei
女校書	nujiaoshu
女樂	nuyue
女紅	nugong
女給	nuji
女落子	nulaozi
女角	nujue
奶膀子	naipangzi
奶酪	nailuo
好一日兒	haoyirir
好了歌	haoliaoge
好事不出門，壞事傳千里	haoshibuchumen,huaishichuanqianli
好事不出門，惡事傳千里	haoshibuchumen,eshichuanqianli
好事不出門，惡事行千里	haoshibuchumen,eshixingqianli
好人不長壽，禍害一千年	haorenbuchangshou,huohaiyiqiannian
好似	haosi
好借好還，再借不難	haojiehaohuan,zaijiebunan
好兒	haor
好善惡惡	haoshanwue
好寡拉主兒	haogualazhur
好惡	haowu
好愻	haosun
好時是他人，惡時是家人	haoshishitaren,eshishijiaren
好景不長	haojingbuchang
好樣兒的	haoyangrde
好生惡殺	haoshengwusha
好男不吃分家飯，好女不穿嫁時衣	haonanbuchifenjiafan,haonubuchuanjiashiyi
好自在性兒	haozizaixingr
好話不背人，背人沒好話	haohuabubeiren,beirenmeihaohua
好話兒	haohuar
好語似珠	haoyusizhu
好諛惡直	haoyuwuzhi
好貨不便宜，便宜沒好貨	haohuobupianyi,pianyimeihaohuo
好逸惡勞	haoyiwulao
好麼	haoma
如人飲水，冷暖自知	rurenyinshui,lengnuanzizhi
如人飲水，冷暖自知	rurenyinshuilengnuanzizhi
如今晚兒	rujinwanr
如今晚兒	rujinwar
如來藏	rulaizang
如出一轍	ruchuyiche
如夢似幻	rumengsihuan
如履平地	rulupingdi
如履薄冰	rulubobing
如幻似真	ruhuansizhen
如拾地芥	rushidijie
如狼似虎	rulangsihu
如珠似玉	ruzhusiyu
如痴似醉	ruchisizui
如聞其聲，如見其容	ruwenqisheng,rujianqirong
如膠似漆	rujiaosiqi
如花似月	ruhuasiyue
如花似玉	ruhuasiyu
如花似錦	ruhuasijin
如飢似渴	rujisike
如饑似渴	rujisike
如魚似水	ruyusishui
妃匹	peipi
妃耦	peiou
妄生穿鑿	wangshengchuanzuo
妄自菲薄	wangzifeibo
妊娠毒血症	renshenduxiezheng
妝麼做勢	zhuangmozuoshi
妥洽	tuoxia
妻不如妾，妾不如偷	qiburuqie,qieburutou
妻姊妹婚	qijiemeihun
姊丈	jiezhang
姊兒	jier
姊兒	zir
姊兒倆	jierliang
姊兒倆	zirliang
姊夫	jiefu
姊妹	jiemei
姊妹市	jiemeishi
姊妹校	jiemeixiao
姊妹盟	jiemeimeng
姊妹行	jiemeihang
姊妹行	zimeihang
姊姊	jiejie
姊姊	zizi　
姐兒	jier
姑妄言之，姑妄聽之	guwangyanzhi,guwangtingzhi
姑姊	gujie
姑娘兒	guniangr
姑射神人	guyeshenren
姑洗	guxian
委蛇	weiyi
委託行	weituohang
姥姥不疼，舅舅不愛	laolaobuteng,jiujiubuai
姥姥不疼，舅舅不愛	laolaobutengjiujiubuai
姨兒	yer
姪兒	zher
姪兒	zhir
姪兒	zhir　
威信掃地	weixinsaodi
威嚇	weihe
娃兒	war
娘兒	niangr
娘兒們	niangrmen
娜娜	nuonuo
娭光	xiguang
婀娜	enuo
婀娜多姿	enuoduozi
婆兒	por
婆兒氣	porqi
婆婆口絮，媳婦耳頑	popokouxuxi,fuerwan
婆藪槃豆法師傳	posoupandoufashizhuan
婆那娑	ponuosuo
婉娩	wanwan
婐㛂	enuo
婑媠	wotuo
婚姻失調	hunyinshitiao
婥約	chuoyue
婦人長舌	furenchangshe
婼羌	ruoqiang
媒人口，無量斗	meirenkou,wuliangdou
媒兒	meir
媒兒	mer
媕婀	yane
媞媞	titi
媳婦兒	xifur
媽兒	mar
媽媽令兒	mamalingr
媽媽論兒	mamaluer
媽媽論兒	mamalunr
嫁出去的女兒，潑出去的水	jiachuqudenuer,pochuqudeshui
嫋娜	niaonuo
嫋嫋娜娜	niaoniaonuonuo
嫌好道惡	xianhaodaowu
嫌惡	xianwu
嫏嬛福地	langhuanfudi
嫻熟	xianshou
嬈嬈	yaoyao
嬌哥兒	jiaoger
嬌娜	jiaonuo
嬌怯	jiaoque
嬌怯怯	jiaoqueque
嬛佞	xuanning
嬛嬛	qiongqiong
嬛嬛	xuanxuan
嬝娜	niaonuo
嬝娜纖巧	niaonuoxianqiao
嬝娜風流	niaonuofengliu
嬝嬝娜娜	niaoniaonuonuo
嬪從	pinzong
嬰薄	yingbo
孅弱	xianruo
孅趨	xianqu
子兒	zer
子兒	zir
子兒鹽	zeryan
子兒鹽	ziryan
子卯不樂	zimaobuyue
子宮內膜癌	zigongneimoyan
子宮頸癌	zigongjingyan
子曰行	ziyuehang
子母扣兒	zimukour
子都	zidu
孔佛	kongfo
孖蟲	zichong
字眼兒	ziyanr
字眼兒	ziyar
字裡行間	zilihangjian
存亡未卜	cunwangweibu
存沒	cunmo
存省	cunxing
孛婁	bolou
孛孛	bobo
孛相	boxiang
孛籃	bolan
孛羅	boluo
孛老	bolao
孛蘭	bolan
孝先便腹	xiaoxianpianfu
孝弟	xiaoti
孝弟力田	xiaotilitian
孝重千斤，日減一斤	xiaozhongqianjin,rijianyijin
孟什維克	mengshiweike
孟賁	mengben
孤鬼兒	guguer
孤鬼兒	guguir
孩兒	hair　
孩兒	har
孩兒們	hairmen
孱困	chankun
孱夫	chanfu
孱弱	chanruo
孱王	chanwang
孱瑣	chansuo
孱羸	chanlei
孱軀	chanqu
學富五車	xuefuwuju
宁立	zhuli
它們	tuomen
它囂	tuoxiao
它山之石，可以為錯	tuoshanzhishi,keyiweicuo
宅兆	zhezhao
宅券	zhequan
宅土	zhetu
宅地	zhaidi
宅地	zhedi
宅基	zheji
宅子	zhezi
宅心	zhexin
宅心仁厚	zhexinrenhou
宅心仁慈	zhexinrenci
宅心忠厚	zhexinzhonghou
宅憂	zheyou
宅相	zhexiang
宅眷	zhejuan
宅第	zhedi
宅經	zhejing
宅門	zhemen
宅院	zheyuan
守株伺兔	shouzhusitu
守正不阿	shouzhengbue
安地列斯群島	andiliesiqundao
安地卡及巴布達	andikajibabuda
安地斯山脈	andisishanmai
安娜．卡列尼娜	annakalienina
安宅	anzhe
安宅正路	anzhezhenglu
安心塌地	anxintadi
安步當車	anbudangju
安泊	anbo
安營紮寨	anyingzhazhai
安著	anzhuo
安身之地	anshenzhidi
安闍那	anshena
宋朝	songzhao
完了	wanliao
宏碩	hongshi
宏都拉斯	hongdulasi
宏都拉斯共和國	hongdulasigongheguo
宓妃	fufei
宓子賤彈鳴琴	fuzijiantanmingqin
宓戲	fuxi
宓羲	fuxi
宗教音樂	zongjiaoyinyue
官不威牙爪威	guanbuweiyazhuawei
官兒	guanr
官兒	guar
官卑祿薄	guanbeilubo
官差	guanchai
官差吏差，來人不差	guanchalicha,lairenbucha
官座兒	guanzuor
官情紙薄	guanqingzhibo
官星透露	guanxingtoulou
官板兒	guanbanr
官板兒	guanbar
官稱兒	guanchengr
官面兒	guanmianr
官面兒	guanmiar
定光油兒	dingguangyour
定省	dingxing
定都	dingdu
客作兒	kezuor
室內樂	shineiyue
宮本武藏	gongbenwuzang
宮車晏駕	gongjuyanjia
害人之心不可有，防人之心不可無	hairenzhixinbukeyou,fangrenzhixinbukewu
家乘	jiasheng
家什	jiashi
家傳	jiazhuan
家姊	jiajie
家底兒	jiadir
家有千口，主事一人	jiayouqiankou,zhushiyiren
家有千金，不如日進分文	jiayouqianjin,bururijinfenwen
家有患難，鄰保相助	jiayouhuannan,linbaoxiangzhu
家有敝帚，享之千金	jiayoubizhou,xiangzhiqianjin
家樂	jiayue
家無主，屋倒豎	jiawuzhu,wudaoshu
家累千金，坐不垂堂	jialeiqianjin,zuobuchuitang
家給	jiaji
家給人足	jiajirenzu
家給戶贍	jiajihushan
家給民足	jiajiminzu
家老兒	jialaor
家貧不是貧，路貧愁煞人	jiapinbushipin,lupinchousharen
家貧不是貧，路貧貧殺人	jiapinbushipin,lupinpinsharen
家貧顯孝子，國難識忠臣	jiapinxianxiaozi,guonanshizhongchen
家長裡短	jiachangliduan
家雞打的團團轉，野雞打的貼天飛	jiajidadetuantuanzhuan,yejidadetietianfei
容俟	rongsi
容臭	rongxiu
容足地	rongzudi
容身之地	rongshenzhidi
容車	rongju
容長臉	rongchanglian
宿泊	subo
密勒日巴	mileriba
密地	midi
密點地圖	midianditu
富商大賈	fushangdagu
富埒天子	fuletianzi
富埒陶白	fuletaobai
富彊	fuqiang
富貴不歸故鄉，如衣繡夜行	fuguibuguiguxiang,ruyixiuyexing
寒傖	hancheng
寒傖相	hanchengxiang
寒地訓練	handixunlian
寒怯	hanque
寒灰重燃	hanhuichongran
寒燠	hanao
寒薄	hanbo
寒顫	hanzhan
寞天寂地	motianjidi
寡拉主兒	gualazhur
實地	shidi
實習銀行	shixiyinhang
寧人負我，無我負人	ningrenfuwo,wuwofuren
寧分數斗，莫增一口	ningfenshudou,mozengyikou
寧可信其有，不可信其無	ningkexinqiyou,bukexinqiwu
寧可折本，休要饑損	ningkezheben,xiuyaojisun
寧可無了有，不可有了無	ningkewuleyou,bukeyoulewu
寧可玉碎，不為瓦全	ningkeyusui,buweiwaquan
寧可玉碎，不為瓦全	ningkeyusuibuweiwaquan
寧可玉碎，不能瓦全	ningkeyusui,bunengwaquan
寧吃過頭飯，莫說過頭話	ningchiguotoufan,moshuoguotouhua
寧吃開眉粥，不吃愁眉飯	ningchikaimeizhou,buchichoumeifan
寧在人前全不會，莫在人前會不全	ningzairenqianquanbuhui,mozairenqianhuibuquan
寧塞城門，不填狗洞	ningsaichengmen,butiangoudong
寧撞金鐘一下，不打破鼓三千	ningzhuangjinzhongyixia,budapogusanqian
寧教我負天下人，休教天下人負我	ningjiaowofutianxiaren,xiujiaotianxiarenfuwo
寧為太平犬，莫作亂離人	ningweitaipingquan,mozuoluanliren
寧為玉碎，不為瓦全	ningweiyusui,buweiwaquan
寧為玉碎，不為瓦全	ningweiyusuibuweiwaquan
寧為雞口，不為牛後	ningweijikou,buweiniuhou
寧為雞口，不為牛後	ningweijikoubuweiniuhou
寧為雞口，無為牛後	ningweijikou,wuweiniuhou
寧買不值，不買吃食	ningmaibuzhi,bumaichishi
寧走十步遠，不走一步險	ningzoushibuyuan,buzouyibuxian
寧馨	ningxing
寧馨兒	ningxinger
寨柵	zhaizha
審己度人	shenjiduoren
審度	shenduo
審時度勢	shenshiduoshi
寫字兒	xiezer
寫字兒	xiezir
寫意兒	xieyer
寫意兒	xieyir
寬以待人，嚴以律己	kuanyidai,renyanyiluji
寬心丸兒	kuanxinwanr
寬心丸兒	kuanxinwar
寬褪	kuantun
寶剎	baocha
寶地	baodi
寶坻縣	baodixian
寶生佛	baoshengfo
寶藏	baozang
寶鈿	baodian
寸善片長	cunshanpianchang
寸土尺地	cuntuchidi
寸地尺天	cundichitian
寸長	cunchang
寸長尺技	cunchangchiji
寸長尺短	cunchangchiduan
封侯賜爵	fenghousijue
封兒	fengr
封地	fengdi
封神傳	fengshenzhuan
封禪	fengshan
封豕長蛇	fengshichangshe
射人先射馬，擒賊先擒王	sherenxianshema,qinzeixianqinwang
射干	yegan
射沓	sheta
將伯	qiangbo
將伯之助	qiangbozhizhu
將在外，君命有所不受	jiangzaiwai,junmingyousuobushou
將將	qiangqiang
將軍不下馬，各自奔前程	jiangjunbuxiama,gezibenqiancheng
專利地圖	zhuanliditu
專差	zhuanchai
專著	zhuanzhu
專長	zhuanchang
尉犁縣	yulixian
尉遲	yuchi
尉遲乙僧	yuchiyiseng
尉遲敬德	yuchijingde
尋由頭兒	xunyoutour
尋行數墨	xunhangshumo
尋行逐隊	xunhangzhudui
尋錢	xinqian
對了檻兒	duilekanr
對了檻兒	duilekar
對光兒	duiguangr
對天長嘆	duitianchangtan
對牛彈琴	duiniutanqin
對稱	duichen
對聯兒	duilianr
對聯兒	duiliar
對茌兒	duicher
對茌兒	duichir
對還	duihuan
對驢彈琴	duilutanqin
小不點兒	xiaobudianr
小不點兒	xiaobudiar
小么兒	xiaoyaor
小乘	xiaosheng
小乘戒	xiaoshengjie
小亂避城，大亂避鄉	xiaoluanbicheng,daluanbixiang
小人兒	xiaorenr
小人兒	xiaorer
小人兒書	xiaorenrshu
小人兒書	xiaorershu
小价	xiaojie
小便宜	xiaopianyi
小倆口	xiaoliangkou
小傳	xiaozhuan
小兒	xiaor
小兩口兒	xiaoliangkour
小命兒	xiaomingr
小哥兒們	xiaogermen
小地方	xiaodifang
小大姐兒裁械子	xiaodajiercaixiezi
小天地	xiaotiandi
小姐們兒	xiaojiemenr
小姐們兒	xiaojiemer
小媽兒	xiaomar
小嬸兒	xiaoshenr
小嬸兒	xiaosher
小官兒	xiaoguanr
小官兒	xiaoguar
小定兒	xiaodingr
小山樂府	xiaoshanyuefu
小差事兒	xiaochaisher
小差事兒	xiaochaishir
小帖兒	xiaotier
小年朝	xiaonianzhao
小底	xiaode
小弁	xiaopan
小心眼兒	xiaoxinyanr
小心眼兒	xiaoxinyar
小性兒	xiaoxingr
小怯大勇	xiaoquedayong
小意兒	xiaoyer
小意兒	xiaoyir
小戲兒	xiaoxir
小扒頭	xiaopatou
小打扮兒	xiaodabanr
小打扮兒	xiaodabar
小掛兒	xiaoguar
小時了了	xiaoshiliaoliao
小時了了，大未必佳	xiaoshiliaoliao,daweibijia
小時了了，大未必佳	xiaoshiliaoliaodaweibijia
小書兒	xiaoshur
小有小難，大有大難	xiaoyouxiaonan,dayoudanan
小末因由兒	xiaomoyinyour
小杖則受，大杖則走	xiaozhangzeshou,dazhangzezou
小模樣兒	xiaomuyangr
小樹要砍，小孩要管	xiaoshuyaokan,xiaohaiyaoguan
小水長流	xiaoshuichangliu
小油嘴兒	xiaoyouzuerr
小油嘴兒	xiaoyouzuir
小爐兒匠	xiaolurjiang
小玩藝兒	xiaowanyer
小玩藝兒	xiaowanyir
小畜	xiaoxu
小紅	xiaogong
小線兒	xiaoxianr
小線兒	xiaoxiar
小老兒	xiaolaor
小老頭兒	xiaolaotour
小肚子兒	xiaoduzer
小肚子兒	xiaoduzir
小臉兒	xiaolianr
小臉兒	xiaoliar
小菜碟兒	xiaocaidier
小豆兒	xiaodour
小軟兒	xiaoruanr
小軟兒	xiaoruar
小辮兒	xiaobianr
小辮兒	xiaobiar
小過門兒	xiaoguomenr
小過門兒	xiaoguomer
小道兒	xiaodaor
小雛兒	xiaochur
小零兒	xiaolingr
小頭小臉兒	xiaotouxiaolianr
小頭小臉兒	xiaotouxiaoliar
小鹿兒	xiaolur
小鹿兒心頭撞	xiaolurxintouzhuang
小鼓搗油兒	xiaogudaoyour
少不了	shaobuliao
少不更事	shaobujingshi
少吃無著	shaochiwuzhuo
少壯不努力，老大徒傷悲	shaozhuangbunu,lilaodatushangbei
少差	shaochai
少調失教	shaotiaoshijiao
尖兒	jianr
尖兒	jiar
尖嘴薄舌	jianzuiboshe
尖酸刻薄	jiansuankebo
尚書大傳	shangshudazhuan
尤侗	youtong
尨然	pangran
尨眉皓髮	pangmeihaofa
尨茸	mengrong
就地	jiudi
就地取材	jiudiqucai
就地正法	jiudizhengfa
就得	jiudei
就熟駕輕	jiushoujiaqing
尷尬	jianjie
尸居龍見	shijulongxian
尺寸之地	chicunzhidi
尺有所短，寸有所長	chiyousuoduan,cunyousuochang
尺短寸長	chiduancunchang
尺頭兒	chitour
尼泊爾	niboer
尼泊爾王國	niboerwangguo
尾椎	weizhui
尾椎骨	weizhuigu
尿盆兒	niaopenr
尿盆兒	niaoper
屁股裡吃人參	pigulichirenshen
屁鳥人	pidiaoren
居不重席	jubuchongxi
居不重茵	jubuchongyin
居中調停	juzhongtiaoting
屋無主，掃帚顛倒豎	wuwuzhu,saozhoudiandaoshu
屍山血海	shishanxiehai
屎蚵蜋	shikelang
屏居	bingju
屏息	bingxi
屏息凝氣	bingxiningqi
屏息凝視	bingxiningshi
屏斥	bingchi
屏棄	bingqi
屏氣	bingqi
屏氣凝神	bingqiningshen
屏氣攝息	bingqishexi
屏氣斂息	bingqilianxi
屏營	bingying
屏當	bingdang
屏絕	bingjue
屏聲息氣	bingshengxiqi
屏語	bingyu
屏跡	bingji
屏退	bingtui
屏除	bingchu
屏隱	bingyin
屏黜	bingchu
展爪	zhanzhua
屜兒	tir
屠牛朝歌	tuniuzhaoge
層出疊見	cengchudiexian
層見疊出	cengxiandiechu
履薄	lubo
履薄臨深	lubolinshen
履長	luchang
屨校	jujiao
屬令	zhuling
屬和	zhuhe
屬地	shudi
屬地法	shudifa
屬垣	zhuyuan
屬垣有耳	zhuyuanyouer
屬對	zhudui
屬屬	zhuzhu
屬意	zhuyi
屬文	zhuwen
屬望	zhuwang
屬毛離裡	zhumaolili
屬目	zhumu
屬綴	zhuzhui
屬纊	zhukuang
屬者	zhuzhe
屬耳目	zhuermu
屬草稿	zhucaogao
屬託	zhutuo
屬辭比事	zhucibishi
屯剝	zhunbo
屯否	zhunpi
屯坎	zhunkan
屯留縣	chunliuxian
屯紮	tunzha
屯街塞巷	tunjiesexiang
屯蹇	zhunjian
屯蹶否塞	zhunjuepise
屯邅	zhunzhan
屯難	zhunnan
山上無老虎，猴子稱大王	shanshangwulaohu,houzichengdawang
山中方七日，世上已千年	shanzhongfangqiri,shishangyiqiannian
山凹	shanwa
山地	shandi
山地保留地	shandibaoliudi
山地同胞	shanditongbao
山地山胞	shandishanbao
山地管制區	shandiguanzhiqu
山地管制遊覽區	shandiguanzhiyoulanqu
山地舞	shandiwu
山坡地	shanpodi
山坡地保育	shanpodibaoyu
山崖	shanyai
山崩地坼	shanbengdiche
山崩地裂	shanbengdilie
山崩地陷	shanbengdixian
山搖地動	shanyaodidong
山河易改，本性難移	shanheyigai,benxingnanyi
山重水複	shanchongshuifu
山長水遠	shanchangshuiyuan
山阿	shane
山高水長	shangaoshuichang
岈然	xiaran
岐嶷	qini
岑參	censhen
岔兒	char
岔劈兒	chapir
岔批兒	chapir
岡連嶺屬	ganglianlingzhu
峭薄	qiaobo
峻崖	junyai
峻阪鹽車	junbanyanju
峿山	wushan
崆峒山	kongtongshan
崇崖	chongyai
崇朝	chongzhao
崇阿	chonge
崑崙奴傳	kunlunnuzhuan
崔烈銅臭	cuilietongxiu
崖山	yaishan
崖岸	yaian
崖岸自高	yaianzigao
崖檢	yaijian
崖次	yaici
崖涘	yaisi
崖略	yailue
崖異	yaiyi
崖縣	yaixian
